conversation_id,customer_message,support_response,raw_customer_message,n_customer_turns,n_support_turns
af4023ee02fd22f7f1bea3e9a9460188,Spotify has just robbed me of my bus money that I need for tomorrow fml <user> wtf,"Hi there! We've replied to your DM, we'll continue helping out over there 🙂",Spotify has just robbed me of my bus money that I need for tomorrow fml wtf,1,1
b010cfb9e8002355b60e892d67668d69,serious talk now.. you need to put all of <user> old songs into Spotify.. this guy is the greatest,"Hey Josh! We’d love to have all of his stuff available, but we have some info about content here: <url> We’ll have the rest of his tracks available to you as soon as they're available to us! Let us know if we can help with anything else",serious talk now.. you need to put all of old songs into Spotify.. this guy is the greatest,2,2
dd2c7f63dc53044997ee87a71a6082d3,"So, umm, where is Ezra Bell's Farewell Griffin <user> ???? That album was my crack","Hey! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: <url>","So, umm, where is Ezra Bell's Farewell Griffin ???? That album was my crack",1,1
ba1a6857439c5e16055a1566e051ad49,yooo y’all mind helping me access the account just done bought! Since y’all moths f*ckas ain’t got no tele support?? Da fuq bruv?,"Hey John, help's here! We don't currently offer phone support, but we'd be happy to help out here. Could you fire over your account's username or email address? We'll check things out backstage",yooo y’all mind helping me access the account just done bought! Since y’all moths f*ckas ain’t got no tele support?? Da fuq bruv?,1,1
0024a9830f036f27e273ac1db9e63d05,"#Design dark patterns: On a daily mix, <user> replaces the “repeat this song forever” button with a “never hear this song again” button 😫 <url>","Hey, this sounds like a great idea! Suggest it in our Community at <url> to get support from other users. Keep rocking Awesome! Let us know if you ever need us again. We'd be... <url>","#Design dark patterns: On a daily mix, replaces the “repeat this song forever” button with a “never hear this song again” button 😫",3,2
66bb9a2827ab5cefface49d2cdd17def,"y’all should update the roku app, it’s so behind","Hey Pamela, we hear you 🎧 Rest assured, your feedback will be passed on to the right folks","y’all should update the roku app, it’s so behind",1,1
a6d5c3492556d4e1dd043c730d0c6144,"Hey <user>, why has my entire library been deleted and is downloading again? This is about the fourth time it’s happened and it’s honestly quite annoying. <url>","Hey Christine, sorry to hear that. In this case, we'd suggest checking out the steps under “Downloads unexpectedly removed” at <url> They should help with this. Let us know how everything goes","Hey , why has my entire library been deleted and is downloading again? This is about the fourth time it’s happened and it’s honestly quite annoying.",1,1
ff3eb051f851855876cb0b675d817aae,how do I get verified,Hi there! You can find more info about getting verified here: <url>,how do I get verified,1,1
88195285fe261bdbc9a3f10f01a99920,How can I get rid of music from <user> on my suggested weekly playlist? The last thing I want is a cent of my money going to Jesse Lacey. Premium user request: take a stand and dump their whole catalog.,"Hi Victor. We'll pass your feedback onto the team. In the meantime, you can tap ❤️ or 🚫 to improve your Discover Weekly playlist . Let us know if you have other questions",How can I get rid of music from on my suggested weekly playlist? The last thing I want is a cent of my money going to Jesse Lacey. Premium user request: take a stand and dump their whole catalog.,1,1
5493aa5a590e4b26075567300d8d00c2,Hey <user> ! Is there a playlist of NEW Holiday music for 2017?,"Hi Mike! We don't have that yet, but you can check our holiday playlists by heading over to Browse > Happy Holidays 🎁",Hey ! Is there a playlist of NEW Holiday music for 2017?,1,1
5ceaae6a43187058c322b68cdc4da75c,hey! I just got subscribed to spotify premium for students and I got charged twice what do I do?,Hey! Help's here. Can you DM us your account's email address? We'll take a look backstage /RA <url>,hey! I just got subscribed to spotify premium for students and I got charged twice what do I do?,1,1
ac73c4c3018200fbd64dcb09c2cc1108,Will Twicetagram be on <user> <user> ???????????,"Hey! We’ll have it available to you as soon as it’s available to us! <url> We'd love to have them on Spotify! Hopefully we will in the future. If you need anything, just shout and we'll come running 🏃",Will Twicetagram be on ???????????,2,2
3863a5cd0fb9a54f6a41f716e72e0ed0,Spotify premium for students is moving up to $10 a month so it’s time to say goodbye,Hi there! We've just sent a DM your way. Let's carry on chatting there,Spotify premium for students is moving up to $10 a month so it’s time to say goodbye,1,1
15057fd91b46175873d117ead6a3bfd4,why isnt there a sort by genre option in “My library”?,We can see how that’d be handy. Thanks for taking the time to reach out – your feedback's been noted 📝,why isnt there a sort by genre option in “My library”?,1,1
8bc6c449b39b3caa15d4ffcd424beef2,"having a hard time troubleshooting - every time I️ play an album, Spotify inserts other songs not on the album that I️ cannot skip (sometimes before a song from the album even plays!). Can I️ turn this off...? #Spotify #SpotifyTroubleshooting",Hey there! Could you tell us what device/OS you're using? Keep us posted,"having a hard time troubleshooting - every time I️ play an album, Spotify inserts other songs not on the album that I️ cannot skip (sometimes before a song from the album even plays!). Can I️ turn this off...? #Spotify #SpotifyTroubleshooting",1,1
0d5b2d1b860fc3013807686703d9a903,"I'm not a developer or anything, but this doesn't seem right... <user> <url>",Hey! Can you fire over the device's operating system and the Spotify version you're using? We'll see what we can suggest,"I'm not a developer or anything, but this doesn't seem right...",1,1
4add8768e4c92921df144c8cbc7f554f,"Spotify Premium plays on-demand, everywhere. Plus you can skip unlimited. Get moving.","Hi Danny, help's here! Could you DM us your email address and username? We'll take a closer look /JQ <url>","Spotify Premium plays on-demand, everywhere. Plus you can skip unlimited. Get moving.",2,1
e19287d98e73004520c83169701391b6,when ya going to let me see who’s following my playlists?,"Hey there! We don't have any info on this right now, but we'll let the right team know it's something you'd like to see",when ya going to let me see who’s following my playlists?,1,1
e71d7bbb7edd7d434d6b722e85cf2be9,I like this playlists interface can u please apply it to other playlists too? <url>,Hey Phillip! Thanks for the nice idea. It's definitely something for the team to consider and we'll make sure it reaches them,I like this playlists interface can u please apply it to other playlists too?,1,1
93891205ee1ce9722187e88b6e7a3761,My wife Jane Sturges has been contacting you. She could not type on her IPad. you have now stopped her account. Please unstop.,Hey Sam! Help's here. Can you DM us her account's username or email address? We'll take a look under the hood /CP <url>,My wife Jane Sturges has been contacting you. She could not type on her IPad. you have now stopped her account. Please unstop.,2,1
f076cc6a7a7d3b8d0a998c1cd9399002,Can your devs add functionality to filter playlists by genre & can your scientists blend the genres into a seamless playlist?!,Hey! We hear you 🎧 Rest assured your feedback will be passed on to the right folks,Can your devs add functionality to filter playlists by genre & can your scientists blend the genres into a seamless playlist?!,1,1
50fb6fe7661b59d769d9fed6dde7231b,my account got charged twice in 5 mins... whyyyy?,Hey there! Can you DM us your username or email address? We'll take a look backstage /NH <url>,my account got charged twice in 5 mins... whyyyy?,1,1
e9b1180bf7570cd5724fd2526e1c91ef,I need help with my account. How do I manage the members,"Hey there! If you have the Premium for Family plan, you can find all the info about it at <url> Check it out 🙂 Fantastic news! Give us a shout if you need anything else; we're always here to help 🙂",I need help with my account. How do I manage the members,2,2
cb02d871f26a7d99befa8db730065f4c,Can you pretty please with a cherry on top put Hectic - Blake on Spotify? 😗😗😗😀😀😀😀😃😃😃🤞🤞,Hey! We’ll have it available to you as soon as it’s available to us <url> 😁,Can you pretty please with a cherry on top put Hectic - Blake on Spotify? 😗😗😗😀😀😀😀😃😃😃🤞🤞,1,1
889b9e36b6af6bd4b4ac0b27d54612c1,No hulu anymore randomly. Hulu said they can’t do anything & it’s on ur end. Help forums on your site said to talk via here?,"Hey there, help's here! Can you DM us your account's email address? We'll take a look under the hood /ZO <url>",No hulu anymore randomly. Hulu said they can’t do anything & it’s on ur end. Help forums on your site said to talk via here?,1,1
d2133dd0c3b112abb28ff90cbdc171ee,if I have to re download songs one more time I’m canceling my membership,"Hey Dallas, that doesn't sound good! Can you DM us your account's email address? We'll check backstage /MO <url>",if I have to re download songs one more time I’m canceling my membership,1,1
c038b2cfeea991df7ecaaac56d204ec0,"guys, I'm going to cancel my subscription. I've been a customer for years. The music I JUST resaved yesterday is unsaved again","Hey Lea, we'd love to help. Could you send us a DM with your account's email address? We'll be waiting /DB <url>","guys, I'm going to cancel my subscription. I've been a customer for years. The music I JUST resaved yesterday is unsaved again",1,1
2fb9aacdcbc7052c551641bbe4bb4639,Hello <user>. Your desktop app always crashes. Can you do something about this?,"Hey, help's here! Can you let us know the device, operating system, and Spotify version you're using? We'll see what we can suggest Thanks. Could you try logging out and back in? Also, does restarting your computer help at all? Keep us posted Got it. Best thing to try here is a reinstall. Just follow the steps at <url> Let us know how it goes",Hello . Your desktop app always crashes. Can you do something about this?,3,3
81f711790ecc21306afe58331cd41188,just give me a straight answer. I just want to know the latest possible date for fix. Stop apologizing and dodging.,"We currently don't have the specific time for a fix, but rest assured, the Content team are on the case as we speak We're sorry for the delay. The Content team are currently working with the right folks on this. Hopefully things are sorted soon Hey Eddie, we're human and we're here to help 🙂 We'll send over a DM with details on how we work to get reports like these fixed",just give me a straight answer. I just want to know the latest possible date for fix. Stop apologizing and dodging.,4,3
6049f7ed017eb0efed303ea33fcd247b,I just want to listen to #REDPILLBLUES but my spotify is freaking out???? I’m not skipping the songs & can’t play any <user> <url>,"Hi Evelyn, help's here! Can you let us know the Android and Spotify version you're using? We'll see what we can suggest",I just want to listen to #REDPILLBLUES but my spotify is freaking out???? I’m not skipping the songs & can’t play any,1,1
8d20934d8dd5f1bd9b01954aecbfd816,Reputation still isn't available on Spotify,"Hi! Taylor Swift's 'Reputation' isn't available to stream just yet – stay tuned! For now, check out the singles: <url>",Reputation still isn't available on Spotify,1,1
add8f8d42a76f9de2068650eb8519392,"Hey <user> , when will you guys be available in Vietnam?😊🎧",Hey Fifi! We're launching regularly in countries around the world. Sign up here to be first to hear: <url>,"Hey , when will you guys be available in Vietnam?😊🎧",1,1
4ca6e93007bca7cc6ec57170275a362f,Spotify account hacked <user> - what to do? Repeatedly seeing 'account in use on another device',"Hey Rod, help's here! Could you send us a DM with your account's email address or username? We'll take a look backstage /CH <url>",Spotify account hacked - what to do? Repeatedly seeing 'account in use on another device',1,1
41685854958a9f52ae39dd75122da740,.<user> How do I get verified on Spotify? I already have my music on there.,"Hey! You can access your artist profile with Spotify for Artists. If you don’t have access yet, request it at <url> <url> You know where to find us if there's anything else",. How do I get verified on Spotify? I already have my music on there.,2,2
9cae35acd5752ca90eb214c09baf328d,"hello I'm trying to add ni father to my family account but it don't allow me to, maybe because he has the same name than me?","Hey Victor! Don't worry, it shouldn't matter as long as you have separate accounts. Can you DM us both of your email addresses? /MG <url>","hello I'm trying to add ni father to my family account but it don't allow me to, maybe because he has the same name than me?",1,1
18175fa730da3117e1acc245da44ee47,I lost my premium 😭 <user>,"Hey, that's not cool! Could you DM us your account's username or email address? We'll check behind the scenes /RE <url>",I lost my premium 😭,1,1
8bb35bc283b35c4be4b941cd55e49bd6,Nobody told me before that spotify premium is actually 129 php + 12% tax. U deceiving bastards <user> <user>,Hi there! Sorry you feel that way. Can you DM us your account's email address? We'll check under the hood /NY <url>,Nobody told me before that spotify premium is actually 129 php + 12% tax. U deceiving bastards,1,1
10d381bbcb45d11688e6e1fa544008ff,your roku app is quite possibly the least user friendly experience I’ve ever had,"Hey Shelby! Can you tell us more about what's happening? If you could also let us know its exact make/model, that'd be great Got it. We have some info about the Spotify app on Roku here: <url> Give us a shout if you have other questions",your roku app is quite possibly the least user friendly experience I’ve ever had,2,2
da3623b6735da95c8a3153f62f8e99a4,"Hey, <user>, can you please explain what the hell order my downloaded albums are in? And why can’t I CHOOSE the order? And why can’t it be a list?","Hey there! Can you let us know your device, operating system, and Spotify version? We'll see what we can suggest Thanks! Can you check out this page and see if it helps: <url> If it doesn't, get back to us. We'll see what else we can suggest We understand. We can see how that’d be handy. Thanks for taking the time to reach out – your feedback's been noted","Hey, , can you please explain what the hell order my downloaded albums are in? And why can’t I CHOOSE the order? And why can’t it be a list?",3,3
45514d307ef766a544bf15c816baacd7,I re-downloaded the app and clicked shuffle for my music and the first thing i hear is an ad. Thats not ok.,Hey there! Can you DM us your account's email address and username? We'll take a look backstage /KL <url>,I re-downloaded the app and clicked shuffle for my music and the first thing i hear is an ad. Thats not ok.,1,1
158c933b5d70bf227f4bfa368605d26c,when u going to update for the iphone x?,"Hey there! We understand - we’re working on it as we speak. Stay tuned! If you ever need anything else just shout, we'll come running We hear you loud and clear! We don't have that info right now. We'll keep everyone updated",when u going to update for the iphone x?,2,2
3b06167c5d485cbcae9739a25316830c,"Hi, my synced albums sometimes un-sync, and I constantly have to re-download them. Send help pls?","Hey, sorry to hear that! Check out the steps under “Downloads unexpectedly removed” at <url> They should help","Hi, my synced albums sometimes un-sync, and I constantly have to re-download them. Send help pls?",1,1
6c32f202dda612d66aa551fa3eac3761,I’m trying to make an account for over an hour now I even made a new email and I always get this <url>,"Hey there! Can you try using a different device to create your account? Let us know if you encounter the same issue Hmm, that's odd. We'd recommend giving it a shot in an incognito window, or in a separate browser. Let us know how you get on",I’m trying to make an account for over an hour now I even made a new email and I always get this,2,2
870b885cd17694f9f9c8798481f386d9,.<user> do you hate me or why don't you let me listen to my fav songs?😣😭,"Hey there! Could you let us know a bit more about what's going on with your Spotify? We'll do our best to help you out That's odd! What device and Spotify version are you using? Also, is it happening with your local files or songs from our catalog? That's odd! Let's try reinstalling Spotify following these steps: <url> Thanks! If anything comes up, just give us a nudge. We'll be right here to help you further",. do you hate me or why don't you let me listen to my fav songs?😣😭,4,4
27e377f886e1daa727919e525216eeae,"invitation for family acct. sent, but it's not possible to connect. We are living under one roof and have the same adress 1/2","1. Hey there! Right now, it's not possible to view or edit the address you entered upon sign up. Could you DM us your account's... 2. username or email address, as well as your family members? We'll take a look backstage /GU <url>","invitation for family acct. sent, but it's not possible to connect. We are living under one roof and have the same adress 1/2",2,2
8dec6eae85a2bf155bf449c3f05ad887,"Student music lover? Get your Premium fix. Play any artist anywhere, for just £4.99/mo. <url>",Hey there! Help's here. Can you DM us your account's email address or username? We'll see what we can suggest /PB <url>,"Student music lover? Get your Premium fix. Play any artist anywhere, for just £4.99/mo.",2,1
2e610fd07a3ddc0d1a37c8504156e8db,"why did my music go from 1,600 songs to 100","Hey there! Don't worry, help's here. Can you DM us your account's email address or username? We'll take a look backstage /MT <url>","why did my music go from 1,600 songs to 100",1,1
55c32d721a202afe859127509d04f103,How about making a refresh button for the devices tab...,Hey! We can see how that’d be handy. Thanks for taking the time to reach out – your feedback's been noted 📝,How about making a refresh button for the devices tab...,1,1
1083325b361cc2e2b13cfd5a832e0466,<user> <user> <user> <user> - Please work together and get Spotify's playlists working on Roku. K thx bye. <url>,"Hey there. We don't have any info on this right now, but we'll let the right team know it's something you'd like to see We understand how this can be frustrating. Our best tech folks are hard at work to make sure you get the best Spotify experience",- Please work together and get Spotify's playlists working on Roku. K thx bye.,2,2
836d59420dc7adb0077604aa88d01656,hi! i'm having a strange issue where only certain songs will play :( i have premium and it's happening on mobile + desktop.,"Hi! Can you get back to us with the exact device you're using as well as the operating system and Spotify versions it's running? Thanks! By any chance, are you getting an error message when trying to play certain songs? Can you send a screenshot of the message? Alright! Have you tried logging out on each device, restarting them, then logging back in? Hey again, our team's looking into this at the moment. Everything should be back up and running soon! Keep an eye out for updates Hmm, that's interesting! We'll be sure to pass this on to our team. Great detective work <url> 🔍 Woohoo, that's what we like to hear! Give us a shout if you need us again, otherwise... <url>",hi! i'm having a strange issue where only certain songs will play :( i have premium and it's happening on mobile + desktop.,9,6
d41e2973442eb42108cc1aaec3ff5472,I don’t know if you guys are aware or if this is a widespread problem but for the past month or so when I shuffle songs it doesn’t shuffle right. If I have an album on a playlist it will play all the songs from that album and not play anything else. It’s annoying.,"Hey! Can you let us know if you're using Shuffle with Connect? We'll check things out for you Does this happen when you're listening on a Wi-Fi-connected speaker or TV, using the Spotify app as a remote? 2: Our developers monitor Community posts. Give us a shout if you need us again 1: We’ll get this passed onto the right team. It'd be best if you can also share your feedback here: <url>",I don’t know if you guys are aware or if this is a widespread problem but for the past month or so when I shuffle songs it doesn’t shuffle right. If I have an album on a playlist it will play all the songs from that album and not play anything else. It’s annoying.,3,4
db0b58ead9bdc1cf06ac5818cd69f4e1,so why didn’t you guys tell me when my Student premium was running out so that I could “reverify”? Why did you just go straight to charging me more?,Hey Nick! We're sorry to hear this. Can you DM us your account's username or email address? We'll take a look under the hood /YM <url>,so why didn’t you guys tell me when my Student premium was running out so that I could “reverify”? Why did you just go straight to charging me more?,1,1
8b699f6c58d4069efeaba1d6e54e3efe,I just renewed my premium membership & i have the receipt for it but its not registering on your website or my app?,Hey there! Could you send us a DM with your account's email address or username? We'll take a look backstage /FR <url>,I just renewed my premium membership & i have the receipt for it but its not registering on your website or my app?,1,1
c03847150b153e1255e11812e916e2eb,So <user> when u gonna pull thru and get more GOT7 up like honestly,"Hey! We’d love to have all of their stuff available, but we have some info about content here: <url>",So when u gonna pull thru and get more GOT7 up like honestly,1,1
ace6e9de227a816116e0ac1e643ec37a,why in the world is the thumbs down button for radios in the same place as the add in library. Every heard of muscle memory?,We hear you! Your feedback has been noted and passed onto the team 👊🏼,why in the world is the thumbs down button for radios in the same place as the add in library. Every heard of muscle memory?,2,1
7b8306c59269783ccd365a5a4980744c,hello is there a reason why I don't see every single new song /album come out?,"Hey, we do our best! But sometimes agreements are ongoing, or can't be reached with the content provider There's info about Spotify content here: <url> If you need anything else, give us a shout Not all new songs appear under New Releases, but we'll make sure to pass on your feedback to the right folks",hello is there a reason why I don't see every single new song /album come out?,3,3
8dcb89f58d1718096a5f0455bfff718c,show this to your devs - cannot play in Chrome 61 mac :( #payingcustomer <url>,Hmm. That's odd. Could you try uninstalling and reinstalling the app? Let us know how it goes Sorry for the confusion. Could you try using an incognito window? Let us know how it goes Glad to hear it's working. Just give us a shout if the problem persists. We're... <url>,show this to your devs - cannot play in Chrome 61 mac :( #payingcustomer,3,3
9013d06e72d6ac51543fa4353dfa6993,Hey <user> I am trying to sign up for the $99/year deal but every credit card I try to use tells me it failed. I have a credit card on file for my monthly subscription and it won't even let me use that one! Help!,Hi there! Can you DM us your account's email address or username? A screenshot of the error message you're getting would be helpful too. We'll take a look backstage /NQ <url>,Hey I am trying to sign up for the $99/year deal but every credit card I try to use tells me it failed. I have a credit card on file for my monthly subscription and it won't even let me use that one! Help!,1,1
6b62c74ab3f296cf538de82241014b37,<user> <user> <user> why aren’t the songs I have on groove music able to download? I transferred them over and half are missing. Groove needs to stay because at this point Spotify sucks. I can’t download the songs I own either. #pitty,Hi Jesse! Sorry to hear that you feel that way. We have some more information on this here: <url>,why aren’t the songs I have on groove music able to download? I transferred them over and half are missing. Groove needs to stay because at this point Spotify sucks. I can’t download the songs I own either. #pitty,1,1
85cc534f10727bb19cf116c7254cab2d,why did y’all charge me $10 instead of my normal $4 I’m about to switch to Apple Music,"Hi there, that doesn't sound good! Can you DM us your account's email address? We'll take a look backstage /AK <url>",why did y’all charge me $10 instead of my normal $4 I’m about to switch to Apple Music,1,1
17014454195e78f16d05c645997427ef,WHY WONT SPOTIFY ANSWER MY DMS,Hi! We've just sent a DM your way. Let's carry on chatting there,WHY WONT SPOTIFY ANSWER MY DMS,1,1
1251650ad9ce67bf167be502930325a7,"Hi, I have gone on my app as usual & this morning all my saved songs and albums are missing but yet my playlists are fine? - C","Hey Carolyn, sorry for the delay! Can you DM us your account's email address? We'll figure out what's going on /RR <url>","Hi, I have gone on my app as usual & this morning all my saved songs and albums are missing but yet my playlists are fine? - C",1,1
d6534fbcafa52dc5e2b34513f2710ec5,"When Russia will be the Spotify, you need to open access for Russian users?","Hey there! We're launching in new countries as often as possible. Be sure to add your email at <url> You're welcome! If you ever need anything else, just shout and we'll come running 🏃","When Russia will be the Spotify, you need to open access for Russian users?",2,2
36b77dfa0afe6371faab7bce1c915f6c,"Wooo, <user> ... see you in Mar 2018 XD This is gold. <url>","Hey there, glad you enjoyed the tunes. We hope <url> the love of music forever! Horns up, fellow Charger 😉","Wooo, ... see you in Mar 2018 XD This is gold.",1,1
a6ea1be4057540f1051f3a6241e9259b,<user> are you working on the Update for iPhone X? 🙁,Hi there! We're currently working on it as we speak. Stay tuned 🙂,are you working on the Update for iPhone X? 🙁,1,1
c1196ecd6309887a524bac976e5e3af9,what's up with $uave? Why is it not on <user> anymore?,Hey! Sometimes content gets temporarily removed because of licensing changes. Hopefully we'll have it available again soon,what's up with $uave? Why is it not on anymore?,1,1
5454e2bb70761cb3886f8f1cae34ce56,please <user> I want to be able to add a song to my library right from the lock screen or control center,Hey! Thanks for the feedback. We'll pass it on to the right team. You can also show your support to the idea at <url>,please I want to be able to add a song to my library right from the lock screen or control center,1,1
a8cd06a84cb5cdd96deef8168db5780a,Why the fuck dose the Teen Party playlist have so many of that kid Jacobs songs. 6 songs. Did someone hack you <user>,"2: playlists, but we’ll be sure to pass on your comments. Anything else, let us know 1: Hey there, thanks for the feedback! Our Curation team are independent & use taste, data, research, and trends to create...",Why the fuck dose the Teen Party playlist have so many of that kid Jacobs songs. 6 songs. Did someone hack you,1,2
e652e8c979f54346c4bd062c25e88ee0,I went to upgrade my account to student premium and got $5.99 deducted from my account even though it states no charge?,Hi! Help's here. Can you DM us your account's username and email address? We'll take a closer look /SV <url>,I went to upgrade my account to student premium and got $5.99 deducted from my account even though it states no charge?,2,1
7a3b7795e132b8213f55084830b8f058,your search feature is down. Multiple reports from myself and friends. Can you advise eta for fix? I pay for your service.,"Hey Brendyn! We had a little hiccup backstage, but it should be working now. We're here if you need us",your search feature is down. Multiple reports from myself and friends. Can you advise eta for fix? I pay for your service.,1,1
c7c2b5bf884797b192386ef5751e096f,Since when has Spotify only provided service to Australian premium subscribers for 14 days? I was in the states for 50 days last year and used it the entire time. Here now and it’s just cut out on me... <user> help?,Hi Rien! That doesn't sound good. Can you DM us your account's email address? We'll take a look backstage /AU <url>,Since when has Spotify only provided service to Australian premium subscribers for 14 days? I was in the states for 50 days last year and used it the entire time. Here now and it’s just cut out on me... help?,2,1
9a84237b249dda2bfa6dc066a63e5d61,Hi! I'd like to make use of the offer (3 months free) to include Headspace in my Spotify premium subscription. However when I go to my account page to update the subscription it says I will be charged $14.99 at the next billing date. Am I doing it wrong?,"Hi Fredrik, help's here! Can you DM us your account's email address? We'll take a look backstage /DV <url>",Hi! I'd like to make use of the offer (3 months free) to include Headspace in my Spotify premium subscription. However when I go to my account page to update the subscription it says I will be charged $14.99 at the next billing date. Am I doing it wrong?,1,1
6f9108174463889caafababac224604a,My track seems to have been taken down from Spotify for some reason. How can I find out what has happened? TIA!,"Hey! We don't have any info about this at the moment. We'd suggest contacting Artist Services for more details: <url> No worries. If you still need us, feel free to tweet us back. We're here for you",My track seems to have been taken down from Spotify for some reason. How can I find out what has happened? TIA!,2,2
bcf1ec07c9f49ec53b3a8246f15cafb4,Hi! I have an issue updating my CC info. Can you please help me?,Hey there! Could you send us a DM with your account's email address or username? We'll take a look backstage /FR <url>,Hi! I have an issue updating my CC info. Can you please help me?,1,1
201cac0f23f2e4e3546332b4a54627d2,2nd time in as many weeks has someone been able to change the email address on my account and then reset the password,"Hi Mark, we’re sorry to hear that. Check out <url> for what to do next. Anything else, let us know",2nd time in as many weeks has someone been able to change the email address on my account and then reset the password,1,1
54637f64610e67c48f6fc2310cdfec7b,".<user> it makes me mad that you don't have ""We Made It"" by Drake ft. Soulja Boy on Spotify.","Hey there! Can you tell us what country your account is set to? We'll check things out Got it! Fingers crossed we'll be able to have it soon, but there's more info about Spotify content here: <url>",". it makes me mad that you don't have ""We Made It"" by Drake ft. Soulja Boy on Spotify.",2,2
9bcdf1b62703e7e48976eb9dd86ebb3e,<user> I’ve tried with 2 diff cards already but my payment won’t go thru.. what’s up w this fam?? <url>,Hey there! Can you DM us your account's email address? We'll take a look backstage,I’ve tried with 2 diff cards already but my payment won’t go thru.. what’s up w this fam??,1,1
f477186e31c843f0f02964c6ec7d43d1,How come I can Google an album and find the Spotify link but none of the songs will play? <user> <url>,"Hey Aaron! We’d love to have all of their stuff available, but we have some info about content here: <url> For anything else, we're just a tweet away 🙂",How come I can Google an album and find the Spotify link but none of the songs will play?,1,1
e08e5a888ddb513b1fdf1c22716f87e6,"Hey <user> how come it’s still not possible to add a profile pic to my account without a facebook acc. I’m paying €14,99 p/m ffs! #fail","Hi there. Can you DM us your username or email address? We'll see what we can suggest /JU <url> We hear you. Not to worry, you can follow the steps here: <url> We hope that clears things up <url> If we can help with anything else, we're just a tweet away. Have a nice day 🙂","Hey how come it’s still not possible to add a profile pic to my account without a facebook acc. I’m paying €14,99 p/m ffs! #fail",3,3
b7ddd224a2073da65e5df7a0f88efa8b,WHY DID YOU GET RID OF THE RELEASE DATE ON ALBUMS??? NOW IT JUST SAYS 2017,"Hi Arya, help's here! Can you tell us what device this is happening on? We'll see what's going on Got it! Thanks for taking the time to reach out – your feedback's been noted 📝 We don't have any info on this right now but we'll make sure to let you know as soon as it’s available to us",WHY DID YOU GET RID OF THE RELEASE DATE ON ALBUMS??? NOW IT JUST SAYS 2017,3,3
5837def0e7ee5a820b80b0e6fcea24cd,"why is the web player not working?? Keeps stopping randomly and won't play, driving me crazy 😤😤","Hi Gloria, help's arrived! Can you let us know your device's operating system and browser version? We'll see what we can suggest Thanks! Are you getting any error messages? If so, a screenshot will be super helpful Alright. Does restarting your device helps? Let us know how it goes Thanks for giving it a shot! Can you DM us your account's email address or username? We'll take a look backstage /GT <url>","why is the web player not working?? Keeps stopping randomly and won't play, driving me crazy 😤😤",4,4
9b52051761287f5d167036a76cc8c5bb,"I sent you several emails these last months, and I still have no answer...",Hey Juanito! We'll get these chased up for you. Can you DM us the email address you reached out from? /J <url>,"I sent you several emails these last months, and I still have no answer...",1,1
de9bba5a766190983adea503ca7a296e,One credit card payment failed due to expiration date and you cut off the whole family account and there's no easy way to get it back. Seriously?,Hey Steve! We're here to help. Can you DM us your account's email address? We'll take a look under the hood /AN <url>,One credit card payment failed due to expiration date and you cut off the whole family account and there's no easy way to get it back. Seriously?,1,1
d1da90a5c8aca074c56707fe60978a3b,<user> the Spotify/Sonos link is down. Other services seem ok.,"Hi there. We're looking into this with Sonos at the moment. We'll have it back up and running as soon as we can! If you need anything else, we're only a tweet away",the Spotify/Sonos link is down. Other services seem ok.,1,1
4087e6107356b6c5824194ba3a724a4f,I lost my email address for Spotify and now I can’t login. <user>,"Hey, help's here! Can you DM us your account's email address or username? We'll take a look backstage /KM <url>",I lost my email address for Spotify and now I can’t login.,1,1
9ca9e2a377cf9c55aac762d81e9679d4,"hi, I recently emailed about my song on someone else’s page and your representative said they will try and move it back to my page however I wanted to know if the number of streams on the song will be affected by the track?","Hey Freezy! Can you DM us the Spotify URI of the track, and the email address you used to contact the team? We'll chase this up /K <url> Thanks! We're just replying now","hi, I recently emailed about my song on someone else’s page and your representative said they will try and move it back to my page however I wanted to know if the number of streams on the song will be affected by the track?",2,2
8b51d64eac4d164ab228b2000aa33933,Get unlimited music on your mobile. Get Spotify Free. <url>,Hey there! We're launching in new countries as often as possible. Be sure to add your email at <url> Hey! Can you give us a bit more info on what you'd like to know? We'll do our best to help,Get unlimited music on your mobile. Get Spotify Free.,3,2
3f71ca4f6789e7b48537baa4621dbf18,"I have 3 Korean songs on one of my playlists and half of my <user> ""discover weekly"" playlist is Korean. EVERY WEEK. Seriously guys.","Hey there! To keep Discover Weekly fresh, keep listening to more of your favourite tunes. This will mix things up","I have 3 Korean songs on one of my playlists and half of my ""discover weekly"" playlist is Korean. EVERY WEEK. Seriously guys.",1,1
e32a8e6f444fc0c8739bdcb15f88768b,can y'all make a block option for artist I just simply don't like . OR OR OR if I continue to skip that same artist... yunno,"Hey! It's not possible for now, but you can support the idea by adding your vote at <url>",can y'all make a block option for artist I just simply don't like . OR OR OR if I continue to skip that same artist... yunno,2,1
cde52e69b114a7d5c93d5780aaad553d,"My premium account has been removed from my account, although it is part of my phone plan at Fido. Can you please look into this?",Hey Gabrielle! We're sorry to hear that. Can you DM us your account's email address? We'll check things out /KC <url>,"My premium account has been removed from my account, although it is part of my phone plan at Fido. Can you please look into this?",1,1
5aff5277860da918fec8822f50203084,I need the new st vincent album right nOW,"Hey! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: <url>",I need the new st vincent album right nOW,1,1
